Name,Address,Phone,Website,Operating_Hours,Dinner_cost,Lunch_cost,Rating,Reviews
Sushisen,7-10 Shinsencho Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13035722/,18:00～24:00頃（お客様が帰るまで）,"￥10,000～￥14,999",-,3.13,11
shishidokorotakeda,2-chome-2-2 Shinbashi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13061489/,,"￥8,000～￥9,999","￥1,000～￥1,999",3.38,18
Sushinoya,2-chome-2-2 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13036612/,【ランチ】：11：30~14：00【ディナー】：14：00~22：00（料理L.O. 21:15 ドリンクL.O. 21:30）,"￥3,000～￥3,999",～￥999,3.21,26
Sushikatsu,9-20 Ichibancho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130803/13036243/,平日 １１：３０～１４：００ １７：００～２２：３０ 土曜日 １１：３０～１４：００ １７：００～２１：００ 日曜日　祭日　〔連休日休み〕 １７：００～２１：００,"￥6,000～￥7,999",-,3.26,12
Sushiyaginzou,2-chome-4-1 Nishishinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13159705/,月～金　ランチ　 　11:30～14:00（L.O.13:30）　　　　　 ディナー　17:00～22:30(L.O.22:00) 土曜日　ランチ　 　11:30～14:00（L.O.13:30）　　　　　 ディナー　17:00～22:00(L.O.21:30) ※営業時間は予告なく変更になる場合がございます。,"￥2,000～￥2,999",～￥999,3.09,25
Mutenkurazushi,7 Chome-15 Higashikasai Edogawa City Tokyo,n/a,https://tabelog.com/en/tokyo/A1313/A131305/13199610/,[全日]11:00～24:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,21
Tsukijisushi,6-chome-25-9 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13026272/,[無休] 7:00～21:30,"￥5,000～￥5,999","￥1,000～￥1,999",3.43,23
Sushifujinaga,2 Chome-9-5 Azabujuban Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130702/13209440/,,"￥40,000～￥49,999","￥50,000～￥59,999",4.25,100
Noge,2-chome-2-5 Toranomon Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130802/13158692/,11:30～14:00 17:00～21:00(L.O.20:00),"￥8,000～￥9,999","￥1,000～￥1,999",3.49,27
Nogawa,1-chome-16-5 Sasazuka Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131808/13217447/,18:00〜23:00(最終入店20:30),"￥15,000～￥19,999",-,3.36,11
Kikusushi,3-chome-9-11 Takanawa Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1316/A131603/13106260/,[月～金]11:30～13:00、17:00～22:00(L.O.21:30)[土]17:00～22:00(L.O.21:30),-,～￥999,3.23,14
Sushikuwano,8-chome-7-6 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13030899/,17:00～23:00(L.O),"￥30,000～￥39,999",-,3.38,17
Waraku,8-chome-7-10 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13167880/,18:00～23:00,"￥10,000～￥14,999",-,3.21,13
Daishousuisan,2-chome-8-7 Misakicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131003/13206739/,11：30～20：00,"￥3,000～￥3,999",～￥999,3.05,16
Iso,Shimotakaido Suginami City Tokyo,n/a,https://tabelog.com/en/tokyo/A1318/A131809/13040680/,月~土：17:30~23:30日：17:30~22:30,"￥8,000～￥9,999",-,3.17,10
Uogashinihonichi,2-chome-1-1 Uchisaiwaicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1308/A130802/13174251/,11:00～23:00[土] 11:00～21:00,～￥999,～￥999,3.13,26
Koshiikawasushitei,Koishikawa Bunkyo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131004/13129687/,17:00～22:00頃（L.O.）,"￥10,000～￥14,999","￥1,000～￥1,999",3.33,10
Takamitsu,1-chome-28-2 Aobadai Meguro City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131701/13128483/,18：00～24:00,"￥30,000～￥39,999","￥30,000～￥39,999",4.43,233
Kandayoshikame,2-chome-13-22 Kajicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13036951/,ランチ ※コロナ禍の間のみかもしれません［火～金］(月は休み)11:30～14:00夜［月～金］17:00〜翌1:00（L.O.翌0:30）［土］17:00～22:00,"￥8,000～￥9,999","￥1,000～￥1,999",3.39,12
Numadukou,Tokyo Shinjuku City Shinjuku 3 Chome−34−１６ 池田プラザビル 4F,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13004192/,緊急事態宣言解除に伴い、当店では東京都の飲食店営業時間短縮要請に応じるため、当面の間、下記の通りに営業時間を変更致します。新宿店・銀座店 ＜共通＞*毎週月曜日を休業日とする。OPEN 　11:30Close　 21:00 (ラストオーダー20:30)アルコールの提供は20:00まで以上、よろしくお願い致します。沼津港　店主,"￥2,000～￥2,999","￥2,000～￥2,999",3.52,142
Ganko,2-chome-4-5 Akebonocho Tachikawa Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1329/A132901/13048663/,政府の『緊急事態宣言』を受けまして、下記の期間、営業時間の短縮、酒類の提供の自粛をさせていただきます。■営業時間:11:30-20:00(L.O.19:00)■短縮期間:2021年7月12日(月)〜2021年8月22日(日)※8月23日以降は、政府の要請により、変更することがございます。ご理解の程、よろしくお願い致します。,"￥4,000～￥4,999","￥1,000～￥1,999",3.08,32
Hirashima,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13138337/,[月～金]10:00～21:00[土・日・祝]10:00～20:00,～￥999,～￥999,3.54,72
Sushiden,3 Chome-6-1 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13094987/,10:00～20:00,-,"￥1,000～￥1,999",3.08,20
Sushiro,1-chome-11-1 Yurakucho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130102/13247346/,[月～金]11:00～23:00(L.O.22:30)[土･日･祝]10:30～23:00(L.O.22:30),"￥1,000～￥1,999","￥1,000～￥1,999",3.07,25
Sushiasaba,Nishiazabu Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13171970/,【ランチ】貸切のみ（完全予約制）【ディナー】（完全予約制）月〜金 、土・日・祝18:00 - 23:00貸切の場合は時間応相談貸切料金ナシ（６名様より貸切を受付けます）,"￥20,000～￥29,999",-,3.37,17
Sushichoushimaru,5-chome-16-17 Tateishi Katsushika City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1324/A132403/13060627/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,23
Matsusushi,3-chome-2-7 Yanaka Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131106/13092691/,12:00～14:30(L.O.14:00) 18:00～22:30(L.O.21:00),"￥6,000～￥7,999","￥3,000～￥3,999",3.52,32
Saishun,1-chome-16-8 Nihonbashiningyocho Chuo City Tokyo-to,050-5868-0413,https://tabelog.com/en/tokyo/A1302/A130204/13030048/,ランチ [月～金]　　　 11:00～14:00ディナー　[月～金 ]　17:00～22:00(L.O.21:45) ランチ　[ 土] 　　　　　11:30～14:00　ディナー　[土] 　　　　17:00～22:00(L.O.21:00)店内全面禁煙です。,"￥6,000～￥7,999",～￥999,3.26,27
Mutenkurazushi,Zenpukuji Suginami City Tokyo,n/a,https://tabelog.com/en/tokyo/A1319/A131906/13137933/,[全日]11:00～24:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.04,24
Sushikappoutomoe,Koyama Shinagawa City Tokyo,n/a,https://tabelog.com/en/tokyo/A1317/A131710/13072382/,昼　11:45~14:00夜　17：30～19:30(L.O),"￥4,000～￥4,999",～￥999,3.19,11
Sushikappoufurusato,1-chome-15-14 Kanda Awajicho Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13033666/,11:00～14:00 17:00～？,-,～￥999,3.35,17
Sushiyamaken,1-chome-18-9 Kabukicho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13245739/,【月～日，祝，祝前】17:00～23:00L.O.21:00ドリンクL.O.22:30※コースの最終受付が21時となります。【営業時間のお知らせ】東京都緊急事態宣言に伴い、6/20まで休業をさせていただきます。ご不便をお掛け致しますが、予めご理解のほど、ご了承下さいませ。,"￥10,000～￥14,999",-,3.24,66
Sushishiono,Yaesu Chuo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13072426/,[月～金]11：30～13:30　17:00～22:00[土]12:00～13:00　17:00～21:00,"￥10,000～￥14,999","￥1,000～￥1,999",3.36,19
Uobei,1-chome-33-3 Kikunodai Chofu Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1326/A132601/13207764/,平日/11:00～22:00(L.O.21:45)土日祝/10:30～22:00(L.O.21:45),"￥2,000～￥2,999","￥2,000～￥2,999",3.05,16
Uogashisushi,3-chome-19-8 Wakamiya Nakano City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1321/A132104/13011847/,［月〜金］17:30〜23:00（22:30ラストオーダー）［土・日・祝］12:00〜14:30、17:00〜22:30（22:00ラストオーダー）,"￥5,000～￥5,999","￥1,000～￥1,999",3.11,11
Mameda,7-chome-68-1 Nishikamata Ota City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13048627/,7：00～22：00,～￥999,～￥999,3.13,30
Asahizushisouhonten,Akatsutsumi Setagaya City Tokyo,n/a,https://tabelog.com/en/tokyo/A1318/A131809/13011771/,平日 ・土　　11：00～22：00(L.O.21：30)　日祝日　　 　11：00～22：00(L.O.21：00),"￥4,000～￥4,999","￥1,000～￥1,999",3.08,33
Izakayasachiko,1-chome-17-9 Honcho Koganei Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1325/A132501/13142799/,17:00～22:00頃まで(L.O. 21:30頃),"￥6,000～￥7,999",-,3.52,18
Sushitsunetakumi,2-chome-4-9 Toyosu Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131307/13026257/,【営業時間変更】（2021/7/12～8/22）11：00～20：00■ランチタイム　11:00～15:00■アルコール類ご提供時間　※酒類の提供中止（終日）※■ラストオーダー（寿司・和食・ソフトドリンク）19：30（お土産）19:30　(お受け取り20：00迄),"￥3,000～￥3,999","￥1,000～￥1,999",3.08,72
sushidokoroginzafukusuke,1-chome-1-1-3 Nishishinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13019038/,11:00～22:00(L.O.21:30),"￥5,000～￥5,999","￥2,000～￥2,999",3.43,43
sushiodenroshuu,2-chome-17-14 Honmachi Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131807/13221873/,11:30～15:00 17:00～21:30,-,"￥1,000～￥1,999",3.14,10
Sushikazato,2-chome-14-10 Midori Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13039818/,11:30～14:00(L.O.14:00) 17:30～22:00(L.O.21:00),"￥8,000～￥9,999","￥1,000～￥1,999",3.23,16
Maruginsushi,2-chome-8-2 Ikebukuro Toshima City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1305/A130501/13070743/,17時〜24時迄（LO23時半）,"￥10,000～￥14,999",-,3.13,14
Osashimiyaamimotoizu,5-chome-27-12 Kamata Ota City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1315/A131503/13158324/,11:00～16:0017:00～22:15(L.O.22:00),"￥1,000～￥1,999",～￥999,3.32,24
Mutenkurazushi,Nishifucho Fuchu Tokyo,n/a,https://tabelog.com/en/tokyo/A1326/A132602/13140971/,[全日]11:00～24:00※ご入店は閉店時間の30分前まで,"￥1,000～￥1,999","￥1,000～￥1,999",3.06,26
Tachibana,Sendagi Bunkyo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1311/A131106/13018407/,,"￥10,000～￥14,999",-,3.09,14
Sushisoutatsu,1-chome-58-7 Honmachi Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1318/A131807/13198827/,[月～土]17:00～24:00(L.O.23:00)[日]17:00～21:00(L.O),"￥6,000～￥7,999",-,3.51,29
Sushihajime,7-chome-47-5 Takinogawa Kita City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132201/13022558/,17:00～23:00,"￥10,000～￥14,999",-,3.59,36
Uogashizushi,2-chome-18-5 Hiratsuka Shinagawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1317/A131712/13070893/,11:30～14:00（ランチ）17:00～23:00（ディナー）※水曜定休※土日祝のランチは通常メニューとなります,-,～￥999,3.13,10
Ooedo,3-chome-35-10 Shinjuku Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1304/A130401/13096556/,11：30～23：00,"￥2,000～￥2,999","￥1,000～￥1,999",3.18,59
ohigezushi,13-9 Nihonbashitomizawacho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13092237/,[月～金]11:30～14:0018:00～21:00※夜は予約制[土]　11:30～14:0018:00～21:00※夜は予約制,"￥3,000～￥3,999",-,3.35,13
Kaitenzushiedokko,Uchikanda Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13128618/,［月～金］11:00～23:00(L.O.22:30)［土]11:00～22:30(L.O.22:00)   [日、祝] 11:00~22:00(L.O.21:30),"￥1,000～￥1,999","￥1,000～￥1,999",3.56,132
Sushidokorokazama,Minamiaoyama Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13001184/,,"￥15,000～￥19,999","￥6,000～￥7,999",3.19,19
Sushichoushimaru,2-chome-14-16 Shinkawa Mitaka Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1326/A132601/13181790/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.06,12
Sushiishibashimasakazu,8-chome-5-8 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130103/13216521/,【夜】18:00～22:00,"￥20,000～￥29,999",-,3.37,18
Gansozushi,5-chome-2-1 Kameido Koto City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131202/13060048/,11:00～22:00 (LO 21:45),"￥1,000～￥1,999",～￥999,3.05,20
Asakusatonkatsunakane,6-chome-17-7 Asakusa Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13133338/,11:00～14:00(L.O.13:30) 17:00～21:00(L.O.20:30),"￥3,000～￥3,999",-,3.4,14
Kamazushi,2-chome-11-1 Nishiasakusa Taito City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1311/A131102/13016650/,17:30～22:00（要予約）,"￥15,000～￥19,999",-,3.36,25
Okeisushi,2-chome-3-26 Jingumae Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1306/A130603/13001259/,［火～土］11:00～14:0017:00～22:00［日・祝］11:00～14:0016:00～21:00,"￥15,000～￥19,999","￥3,000～￥3,999",3.65,80
Miyazono,Nishiazabu Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13209240/,ディナーのみ17時30分～20時00分,"￥20,000～￥29,999",-,3.1,13
Uorikikaisenzushi,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13149616/,8:00～22:00,～￥999,"￥1,000～￥1,999",3.06,22
Sushikan,1-chome-5-5 Tsukiji Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1313/A131301/13116041/,平日　11:30～14:00　17:00～22:00土曜　11:30～14:00　17:00～20:00,-,"￥2,000～￥2,999",3.4,23
Sushichoushimaru,Kitakasai Edogawa City Tokyo,n/a,https://tabelog.com/en/tokyo/A1312/A131205/13040964/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,27
Daikokuzushi,Shibamata Katsushika City Tokyo,n/a,https://tabelog.com/en/tokyo/A1324/A132403/13032152/,,"￥3,000～￥3,999",-,3.23,14
Sushiyaginzou,3-chome-9-15 Sengawacho Chofu Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1326/A132601/13052580/,[火～金]11：30～14：30（L.O.14:00）17：00～22：30（L.O.22:00）[土・日・祝]11：30～22：00（L.O.21:30）　※営業時間は予告なく変更になる場合がございます。,"￥2,000～￥2,999",～￥999,3.05,17
Sushichoushimaru,Hanakoganei Kodaira Tokyo,n/a,https://tabelog.com/en/tokyo/A1328/A132804/13047341/,HPまたは店舗にてご確認ください。,"￥1,000～￥1,999","￥1,000～￥1,999",3.07,21
Sushiten,4-chome-4-16 Nishiazabu Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13043229/,<営業時間>緊急事態宣言を受けて営業時間を17時～20時迄。アルコール類提供は控えさせていただきます。定休日はございません。日曜、祝日も元気に営業いたします。・GWのご案内5/3～55/7～95/11は臨時休業となります。,"￥10,000～￥14,999",-,3.54,100
sumouchayachankoedosawa,3-chome-24-11 Ryogoku Sumida City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1312/A131201/13226101/,【月～土】11：30～14：30、17：00～23：00【日・祝】11：30～14：30、17：00～21：30,"￥3,000～￥3,999","￥1,000～￥1,999",3.04,10
Kandaedokkozushi,Uchikanda Chiyoda City Tokyo,n/a,https://tabelog.com/en/tokyo/A1310/A131002/13036914/,【月曜日～木曜日】 11：00　～　22：20　（LO)通し営業 【金曜日】　　　　　　　　　　　～  22：30　（LO）orネタ切れまで【月曜～金曜・ランチ】 11：00 ～ 15：00【土曜日】 11：00　～　21：00　（LO） orネタ切れまで通し営業,-,"￥1,000～￥1,999",3.37,50
Kurosaki,1-chome-5-9 Shibuya Shibuya City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1303/A130301/13178821/,[月～土]夜一部 18:00～20:40二部 21:00～23:40,"￥30,000～￥39,999","￥30,000～￥39,999",4.12,210
Uomamireshinkichi,1-chome-11-1 Ebisu Shibuya City Tokyo-to,050-5457-7766,https://tabelog.com/en/tokyo/A1303/A130302/13172341/,【平日】17:00〜24:00【日祝】16:00～24:00(フードL.O.23:00  ドリンクL.O.23:30),"￥4,000～￥4,999",～￥999,3.33,27
Sushishoumasa,4-chome-1-15 Nishiazabu Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1307/A130703/13016512/,[火～土] 18:00～翌1:00　[日・祝]18:00～23:00,"￥30,000～￥39,999",-,3.72,91
Sushihiko,7-chome-15-3 Takinogawa Kita City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1322/A132201/13072466/,[月～水・金・土]11:30～13:30 17:00～22:30[日・祝]11:30～13:30 17:00～22:00,-,"￥1,000～￥1,999",3.35,11
Ittetsuzushi,10-7 Nihonbashihisamatsucho Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130204/13045011/,,-,"￥1,000～￥1,999",3.21,15
Tennenhommaguroarisozushi,1-chome-9-1 Marunouchi Chiyoda City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130201/13249485/,[月～土・祝]8:00～22:30[日・連休最終日の祝]8:00～21:30,"￥6,000～￥7,999",-,3.38,20
Sushidai,2-chome-6-18 Shinkawa Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130203/13072449/,11:30～14:0017:30～22:30（LO21：00）,"￥10,000～￥14,999","￥2,000～￥2,999",3.34,13
Sharaku,6-chome-3-11 Ginza Chuo City Tokyo-to,050-5594-2807,https://tabelog.com/en/tokyo/A1301/A130101/13028614/,平日：11:30～20:00（L.O.19:30　ドリンクL.O.19:00  ）土曜：16:00～20:00（L.O.19:30 ドリンクL.O.19:00）,"￥5,000～￥5,999","￥1,000～￥1,999",3.05,15
Ginzasushikou,7-chome-7-14 Ginza Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13108464/,[月～金]17:30～翌2:00(L.O.翌1:30)[土] 12:00～14:00(L.O.13:30)　　　17:30～22:30,"￥20,000～￥29,999","￥20,000～￥29,999",3.49,24
Umegaokasushinomidorisouhonten,7 Chome-2 Ginza Chuo City Tokyo,n/a,https://tabelog.com/en/tokyo/A1301/A130101/13004995/,[月～土]11:00～22:00 (LO 21:30) [日・祝]11:00～21:00(LO 20:30),"￥4,000～￥4,999","￥2,000～￥2,999",3.55,371
Tsutanoya,Yotsuya Shinjuku City Tokyo,n/a,https://tabelog.com/en/tokyo/A1309/A130903/13093851/,10:00-19:00（土曜は10:00-18:00）,～￥999,～￥999,3.18,10
Tsuboya,1-chome-4-1 Nihonbashimuromachi Chuo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1302/A130202/13152439/,10:00～20:00,～￥999,～￥999,3.28,20
Sushidokorogimpachi,2521 Okago Hachijo Tokyo,n/a,https://tabelog.com/en/tokyo/A1331/A133101/13019965/,11:30～14:00（13:30 L.O) 17:00～21:00（20:30 L.O),"￥5,000～￥5,999","￥2,000～￥2,999",3.53,45
Sushiizakayanihonkai,3-chome-6-9 Ōsaki Shinagawa City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1316/A131604/13027940/,11:00～14:00(L.O.13:30)、17:00～24:00(L.O.23:30),"￥3,000～￥3,999",～￥999,3.14,41
sushiyanagi,1-chome-48-12 Sekiguchi Bunkyo City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130905/13039909/,【店舗営業時間】［月～土］11:00～14:30　17:00～22:00（LO 21:30）［日・祝］11:00～21:00（LO 21:30）【出前営業時間】［月～土］11:00～14:00　17:00～21:30［日・祝］11:00～20:30,"￥8,000～￥9,999","￥1,000～￥1,999",3.41,45
Matsubazushi,1-chome-6-1 Roppongi Minato City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13002517/,[月～金]　　11:00～17:00　17:00～22:30(L.O 22:00)　　　　　　　　　　[土]　 11:00～14:00　17:00～21:30(L.O 21:00),"￥3,000～￥3,999","￥1,000～￥1,999",3.28,28
Azabusaotome,3-chome-1-9 Nishiazabu Minato City Tokyo,n/a,https://tabelog.com/en/tokyo/A1307/A130701/13252405/,「完全予約制」,"￥20,000～￥29,999",-,3.14,11
Nakanomiya,8-23 Sumiyoshicho Shinjuku City Tokyo-to,n/a,https://tabelog.com/en/tokyo/A1309/A130903/13071933/,11:30～14:00（ランチ）17:00～23:00,-,"￥2,000～￥2,999",3.21,13
Totoyamichi,Akigawa Akiruno Tokyo,n/a,https://tabelog.com/en/tokyo/A1330/A133001/13133833/,１１：００～２３：００,"￥2,000～￥2,999","￥1,000～￥1,999",3.04,16
